van_ban,loai_heading,tieu_de,noi_dung
NghiDinh157-2025.pdf,nghi_dinh - Điều 42 Luật Bảo,Điều 42 Luật Bảo,"hiểm xã hội nghỉ việc hưởng chế độ ốm đau ngay trong tháng đầu tham gia bảo
hiểm xã hội bắt buộc thì mức hưởng chế độ ốm đau được tính theo mức tiền
lương làm căn cứ đóng bảo hiểm xã hội của chính tháng đó.
Mục 2. CHẾ ĐỘ HƯU TRÍ"
NghiDinh157-2025.pdf,nghi_dinh - Điều 12. Đối tượng và điều kiện hưởng lương hưu,Điều 12. Đối tượng và điều kiện hưởng lương hưu,"1. Người lao động quy định tại khoản 1, khoản 2 và khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 2 Nghị,Điều 2 Nghị,"định này khi nghỉ việc, có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 15 năm
trở lên được hưởng lương hưu nếu thuộc một trong các trường hợp sau:
a) Có tuổi thấp hơn tối đa 05 tuổi so với tuổi quy định tại khoản 2"
NghiDinh157-2025.pdf,"nghi_dinh - Điều
169 Bộ luật Lao động, thực hiện theo lộ trình như sau:","Điều
169 Bộ luật Lao động, thực hiện theo lộ trình như sau:","Lao động nam Lao động nữ
Tuổi nghỉ hưu thấp Tuổi nghỉ hưu thấp
Năm nghỉ hưu Năm nghỉ hưu
nhất nhất
2025 56 tuổi 3 tháng 2025 51 tuổi 8 tháng
2026 56 tuổi 6 tháng 2026 52 tuổi
2027 56 tuổi 9 tháng 2027 52 tuổi 4 tháng
Từ năm 2028 trở đi 57 tuổi 2028 52 tuổi 8 tháng
2029 53 tuổi
2030 53 tuổi 4 tháng
2031 53 tuổi 8 tháng
2032 54 tuổi
2033 54 tuổi 4 tháng
2034 54 tuổi 8 tháng
Từ năm 2035 trở đi 55 tuổi
b) Có tuổi thấp hơn tối đa 05 tuổi so với tuổi nghỉ hưu theo lộ trình quy
định tại điểm a khoản này và có tổng thời gian từ đủ 15 năm trở lên khi làm
nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc
hại,nguy hiểm thuộc danh mục nghề, công việc nặng nhọc, độc hại, nguy hiểm
hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm do cấp có thẩm quyền ban hành
hoặc làm việc ở vùng có điều kiện kinh tế - xã hội đặc biệt khó khăn bao gồm cả
thời gian làm việc ở nơi có phụ cấp khu vực hệ số 0,7 trở lên trước ngày 01
9
tháng 01 năm 2021.
Khi xác định thời gian làm việc ở nơi có phụ cấp khu vực hệ số 0,7 trở lên
đối với thời gian làm việc trước ngày 01 tháng 01 năm 1995 để làm căn cứ xét
điều kiện hưởng lương hưu thì căn cứ theo quy định của pháp luật về phụ cấp
khu vực tại thời điểm giải quyết. Đối với địa bàn mà pháp luật về phụ cấp khu
vực tại thời điểm giải quyết không quy định hoặc quy định hệ số phụ cấp khu
vực thấp hơn 0,7 nhưng thực tế người lao động đã có thời gian làm việc ở nơi có
phụ cấp khu vực hệ số 0,7 trở lên theo quy định tại các văn bản quy định về phụ
cấp khu vực trước đây thì căn cứ quy định tại các văn bản đó để xác định thời
gian làm việc ở nơi có phụ cấp khu vực hệ số 0,7 trở lên làm căn cứ xét điều
kiện hưởng lương hưu.
Trường hợp người lao động có thời gian công tác tại các chiến trường B,
C từ ngày 30 tháng 4 năm 1975 trở về trước và chiến trường K từ ngày 31 tháng
8 năm 1989 trở về trước được tính là thời gian đóng bảo hiểm xã hội thì thời
gian này được tính là thời gian làm việc ở nơi có phụ cấp khu vực hệ số 0,7 để
làm căn cứ xét điều kiện hưởng lương hưu.
Lộ trình điều chỉnh tuổi nghỉ hưu của người lao động được thực hiện như
sau:
Lao động nam Lao động nữ
Tuổi nghỉ hưu thấp Tuổi nghỉ hưu thấp
Năm nghỉ hưu Năm nghỉ hưu
nhất nhất
2025 51 tuổi 3 tháng 2025 46 tuổi 8 tháng
2026 51 tuổi 6 tháng 2026 47 tuổi
2027 51 tuổi 9 tháng 2027 47 tuổi 4 tháng
Từ năm 2028 trở
57 tuổi 2028 47 tuổi 8 tháng
đi
2029 48 tuổi
2030 48 tuổi 4 tháng
2031 48 tuổi 8 tháng
2032 49 tuổi
2033 49 tuổi 4 tháng
2034 49 tuổi 8 tháng
Từ năm 2035 trở đi 50 tuổi
c) Không phụ thuộc vào tuổi đời khi người lao động bị nhiễm HIV/AIDS
10
do tai nạn rủi ro nghề nghiệp trong khi thực hiện nhiệm vụ được giao.
2. Người lao động quy định tại khoản 1 và khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 2 Nghị định này,Điều 2 Nghị định này,"đã đóng bảo hiểm xã hội đủ 20 năm trở lên, khi nghỉ việc được hưởng lương hưu
nếu thuộc một trong các trường hợp sau đây:
a) Nam quân nhân có đủ 25 năm trở lên, nữ quân nhân có đủ 20 năm trở
lên công tác trong quân đội, mà quân đội không còn nhu cầu bố trí sĩ quan, quân
nhân chuyên nghiệp, công chức quốc phòng, công nhân quốc phòng, viên chức
quốc phòng hoặc không chuyển ngành được. Thời gian công tác trong quân đội
bao gồm thời gian là sĩ quan, quân nhân chuyên nghiệp, hạ sĩ quan, binh sĩ, công
chức quốc phòng, công nhân quốc phòng, viên chức quốc phòng, kể cả thời gian
quân nhân chuyển ngành sau đó do yêu cầu nhiệm vụ được điều động trở lại
phục vụ quân đội;
b) Quân nhân có đủ điều kiện theo quy định tại khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 36 Luật Sĩ,Điều 36 Luật Sĩ,"quan Quân đội nhân dân Việt Nam số 16/1999/QH10 được bổ sung theo quy
định tại khoản 9"
NghiDinh157-2025.pdf,"nghi_dinh - Điều 1 Luật sửa đổi, bổ sung một số điều của Luật Sĩ quan","Điều 1 Luật sửa đổi, bổ sung một số điều của Luật Sĩ quan",Quân đội nhân dân Việt Nam số 52/2024/QH15 hoặc điểm a khoản 1
NghiDinh157-2025.pdf,nghi_dinh - Điều 22,Điều 22,"Luật Quân nhân chuyên nghiệp, công nhân và viên chức quốc phòng số
98/2015/QH13;
c) Nam công an nhân dân có đủ 25 năm trở lên, nữ công an nhân dân có
đủ 20 năm trở lên công tác trong công an nhân dân, mà công an nhân dân không
còn nhu cầu bố trí hoặc không chuyển ngành được hoặc tự nguyện xin nghỉ.
Thời gian công tác trong công an nhân dân bao gồm thời gian là sĩ quan; hạ sĩ
quan nghiệp vụ, hạ sĩ quan chuyên môn kỹ thuật; hạ sĩ quan, chiến sĩ nghĩa vụ;
học viên đang theo học được hưởng sinh hoạt phí, công nhân công an, kể cả thời
gian công an nhân dân chuyển ngành sau đó do yêu cầu nhiệm vụ được điều
động trở lại phục vụ công an nhân dân;
d) Công an nhân dân đủ điều kiện theo quy định tại điểm b khoản 1"
NghiDinh157-2025.pdf,"nghi_dinh - Điều
3 Nghị định số 49/2019/NĐ-CP ngày 06 tháng 6 năm 2019 của Chính phủ quy","Điều
3 Nghị định số 49/2019/NĐ-CP ngày 06 tháng 6 năm 2019 của Chính phủ quy","định chi tiết và biện pháp thi hành một số điều của Luật Công an nhân dân;
đ) Người làm công tác cơ yếu có thời gian công tác trong tổ chức cơ yếu
có đủ 25 năm trở lên đối với nam, đủ 20 năm trở lên đối với nữ, đã đóng bảo
hiểm xã hội, mà cơ quan cơ yếu không còn nhu cầu bố trí công tác trong tổ chức
cơ yếu hoặc không chuyển ngành được. Thời gian công tác trong tổ chức cơ yếu
bao gồm thời gian làm công tác cơ yếu, thời gian làm công tác khác trong tổ
chức cơ yếu và thời gian là học viên cơ yếu đang theo học được hưởng sinh hoạt
phí, kể cả thời gian người làm công tác cơ yếu chuyển ngành sau đó do yêu cầu
nhiệm vụ được điều động trở lại phục vụ trong lực lượng cơ yếu.
3. Người lao động quy định tại khoản 1, khoản 2 và khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 2 Nghị,Điều 2 Nghị,"định này khi nghỉ việc có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 20 năm
trở lên, bị suy giảm khả năng lao động từ 61% trở lên thì được hưởng lương hưu
với mức thấp hơn so với người đủ điều kiện hưởng lương hưu quy định tại điểm
11
a, điểm b khoản 1 Điều này nếu thuộc một trong các trường hợp sau đây:
a) Có tuổi thấp hơn tối đa 5 tuổi so với tuổi nghỉ hưu theo lộ trình quy
định tại điểm a khoản 1 Điều này;
b) Không phụ thuộc vào tuổi đời khi người lao động có từ đủ 15 năm trở
lên làm nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục
nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm do cơ quan có thẩm
quyền ban hành.
4. Việc hưởng lương hưu đối với các trường hợp không xác định được
ngày, tháng sinh hoặc mất hồ sơ được quy định chi tiết như sau:
a) Trường hợp hồ sơ của người lao động không xác định được ngày, tháng
sinh mà chỉ có năm sinh thì lấy ngày 01 tháng 01 của năm sinh để làm căn cứ
tính tuổi đời hưởng chế độ hưu trí;
b) Trường hợp hồ sơ của người lao động không còn đủ hồ sơ gốc để
chứng minh quá trình đóng bảo hiểm xã hội cần cung cấp các giấy tờ thay thế
như: Hợp đồng lao động, quyết định phục viên, xuất ngũ, tuyển dụng hoặc các
giấy tờ khác có liên quan đến thời gian công tác đề nghị tính hưởng bảo hiểm xã
hội để cơ quan Bảo hiểm xã hội Quân đội, Bảo hiểm xã hội Công an nhân dân
giải quyết theo quy định.
5. Trường hợp người lao động đủ điều kiện về tuổi theo quy định tại
khoản 1 Điều này nhưng có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 14
năm 6 tháng đến dưới 15 năm, hoặc người lao động đủ điều kiện về tuổi theo
quy định tại khoản 3 Điều này nhưng có thời gian đóng bảo hiểm xã hội bắt
buộc từ đủ 19 năm 6 tháng đến dưới 20 năm mà bị suy giảm khả năng lao động
từ 61% trở lên hoặc làm nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm
thuộc danh mục nghề, công việc đặc biệt nặng nhọc, độc hại, nguy hiểm do cơ
quan có thẩm quyền ban hành hoặc bị nhiễm HIV/AIDS do tai nạn rủi ro trong
khi thực hiện nhiệm vụ thì được đóng tiếp một lần cho số tháng còn thiếu để có
đủ 15 năm hoặc đủ 20 năm đóng bảo hiểm xã hội để đủ điều kiện hưởng lương
hưu theo quy định tại khoản 1 hoặc khoản 3 Điều này.
Mức đóng, thời gian đóng tiếp một lần cho số tháng còn thiếu thực hiện
theo quy định tại khoản 7"
NghiDinh157-2025.pdf,nghi_dinh - Điều 33 Luật Bảo hiểm xã hội. Thời điểm đóng tiếp,Điều 33 Luật Bảo hiểm xã hội. Thời điểm đóng tiếp,"một lần cho số tháng còn thiếu sớm nhất là tháng trước liền kề tháng đủ điều
kiện hưởng lương hưu theo quy định."
NghiDinh157-2025.pdf,nghi_dinh - Điều 13. Mức lương hưu hằng tháng,Điều 13. Mức lương hưu hằng tháng,"Mức lương hưu hằng tháng đối với người lao động quy định tại khoản 1,
khoản 2 và khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 2 Nghị định này theo quy định tại Điều 66 Luật Bảo,Điều 2 Nghị định này theo quy định tại Điều 66 Luật Bảo,"hiểm xã hội, được quy định như sau:
1. Mức lương hưu hằng tháng được tính bằng tỷ lệ phần trăm hưởng
lương hưu hằng tháng nhân với mức bình quân tiền lương làm căn cứ đóng bảo
hiểm xã hội quy định tại"
NghiDinh157-2025.pdf,nghi_dinh - Điều 72 Luật Bảo hiểm xã hội.,Điều 72 Luật Bảo hiểm xã hội.,"12
2. Tỷ lệ phần trăm hưởng lương hưu hằng tháng của người lao động đủ
điều kiện hưởng lương hưu quy định tại khoản 2"
NghiDinh157-2025.pdf,nghi_dinh - Điều 64 Luật Bảo hiểm xã hội,Điều 64 Luật Bảo hiểm xã hội,được tính theo quy định tại khoản 1
NghiDinh157-2025.pdf,nghi_dinh - Điều 66 Luật Bảo hiểm xã hội.,Điều 66 Luật Bảo hiểm xã hội.,"3. Mức lương hưu hằng tháng của người lao động theo quy định tại khoản
2"
NghiDinh157-2025.pdf,nghi_dinh - Điều 66 Luật Bảo hiểm xã hội được quy định như sau:,Điều 66 Luật Bảo hiểm xã hội được quy định như sau:,"a) Người lao động có thời gian từ đủ 10 năm trở lên làm nghề, công việc
đặc biệt đặc thù theo quy định của Bộ trưởng Bộ Quốc phòng, Bộ trưởng Bộ
Công an khi nghỉ hưu mà tỷ lệ % hưởng lương hưu theo quy định tại khoản 1"
NghiDinh157-2025.pdf,nghi_dinh - Điều 66 Luật Bảo hiểm xã hội chưa đạt mức tối đa 75% thì được tính như sau:,Điều 66 Luật Bảo hiểm xã hội chưa đạt mức tối đa 75% thì được tính như sau:,"15 năm đầu đóng bảo hiểm xã hội bằng 50% đối với nam và 55% đối với nữ,
sau đó cứ thêm mỗi năm đóng bảo hiểm xã hội được tính thêm 3%, mức hưởng
tối đa không quá 75%; nếu có tháng lẻ được tính như sau: Từ 1 tháng đến 6
tháng được tính bằng 1,5%, từ 7 tháng đến 11 tháng được tính bằng 3%. Khi
tính hưởng theo quy định tại điểm này thì không được hưởng trợ cấp một lần khi
nghỉ hưu theo quy định tại"
NghiDinh157-2025.pdf,nghi_dinh - Điều 14 Nghị định này. Mức hưởng lương hưu tăng,Điều 14 Nghị định này. Mức hưởng lương hưu tăng,thêm so với quy định tại khoản 1
NghiDinh157-2025.pdf,nghi_dinh - Điều 66 Luật Bảo hiểm xã hội do ngân sách,Điều 66 Luật Bảo hiểm xã hội do ngân sách,"nhà nước bảo đảm.
Cách tính lương hưu nêu trên không áp dụng đối với các trường hợp vi
phạm kỷ luật Quân đội, Công an, vi phạm pháp luật của Nhà nước buộc phải
thôi phục vụ tại ngũ, thôi phục vụ Quân đội hoặc thôi việc.
b) Hằng năm, Bảo hiểm xã hội Việt Nam căn cứ hồ sơ hưởng chế độ hưu
trí của đối tượng là người lao động thuộc một số nghề, công việc đặc biệt đặc
thù trong lực lượng vũ trang tổng hợp số tiền chênh lệch lương hưu tăng thêm so
với quy định tại khoản 1"
NghiDinh157-2025.pdf,nghi_dinh - Điều 66 Luật Bảo hiểm xã hội gửi Bộ Tài chính để,Điều 66 Luật Bảo hiểm xã hội gửi Bộ Tài chính để,"ngân sách nhà nước bảo đảm.
4. Mốc tuổi để tính số năm nghỉ hưu trước tuổi so với tuổi quy định, làm
cơ sở tính giảm tỷ lệ phần trăm hưởng lương hưu quy định tại khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 66,Điều 66,"Luật Bảo hiểm xã hội được xác định như sau:
a) Người lao động trong điều kiện lao động bình thường thì lấy mốc tuổi
theo lộ trình quy định tại điểm a khoản 1"
NghiDinh157-2025.pdf,nghi_dinh - Điều 12 Nghị định này;,Điều 12 Nghị định này;,"b) Người lao động có tổng thời gian đóng bảo hiểm xã hội bắt buộc từ đủ
15 năm trở lên khi làm nghề, công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc
biệt nặng nhọc, độc hại, nguy hiểm thuộc danh mục nghề, công việc nặng nhọc,
độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm do cơ quan có
thẩm quyền ban hành hoặc làm việc ở vùng có điều kiện kinh tế - xã hội đặc biệt
khó khăn thì lấy mốc tuổi theo lộ trình quy định tại điểm b khoản 1"
NghiDinh157-2025.pdf,nghi_dinh - Điều 12,Điều 12,"Nghị định này.
5. Cách tính giảm tỷ lệ phần trăm hưởng lương hưu hằng tháng do nghỉ
hưu trước tuổi thực hiện theo quy định tại khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 66 Luật Bảo hiểm xã,Điều 66 Luật Bảo hiểm xã,"hội.
6. Thời điểm đủ điều kiện hưởng chế độ hưu trí khi suy giảm khả năng lao
13
động là ngày 01 tháng sau liền kề khi người lao động có đủ cả ba điều kiện về
tuổi đời, thời gian đóng bảo hiểm xã hội và có kết luận bị suy giảm khả năng lao
động từ 61% trở lên của Hội đồng Giám định y khoa cấp có thẩm quyền."
NghiDinh157-2025.pdf,nghi_dinh - Điều 14. Trợ cấp một lần khi nghỉ hưu,Điều 14. Trợ cấp một lần khi nghỉ hưu,1. Mức trợ cấp một lần khi nghỉ hưu được tính theo quy định tại
NghiDinh157-2025.pdf,nghi_dinh - Điều 68,Điều 68,"Luật Bảo hiểm xã hội, cứ mỗi năm đóng bảo hiểm xã hội cao hơn số năm tương
ứng với tỷ lệ phần trăm hưởng lương hưu hằng tháng tối đa 75% được tính
hưởng trợ cấp một lần bằng 0,5 tháng mức bình quân tiền lương làm căn cứ
đóng bảo hiểm xã hội cho mỗi năm đóng cao hơn đến tuổi nghỉ hưu theo quy
định của pháp luật.
2. Trường hợp người lao động đã đủ điều kiện hưởng lương hưu theo quy
định tại"
NghiDinh157-2025.pdf,nghi_dinh - Điều 12 Nghị định này mà tiếp tục đóng bảo hiểm xã hội thì mức trợ,Điều 12 Nghị định này mà tiếp tục đóng bảo hiểm xã hội thì mức trợ,"cấp bằng 02 lần của mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội
quy định tại"
NghiDinh157-2025.pdf,nghi_dinh - Điều 72 Luật Bảo hiểm xã hội cho mỗi năm đóng cao hơn số năm,Điều 72 Luật Bảo hiểm xã hội cho mỗi năm đóng cao hơn số năm,"quy định tại khoản 1 Điều này kể từ sau thời điểm đủ điều kiện nghỉ hưu theo
quy định của pháp luật đến thời điểm nghỉ hưu."
NghiDinh157-2025.pdf,nghi_dinh - Điều 15. Hưởng bảo hiểm xã hội một lần,Điều 15. Hưởng bảo hiểm xã hội một lần,"1. Người lao động quy định tại khoản 1, khoản 2 và khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 2 Nghị,Điều 2 Nghị,"định này khi phục viên, xuất ngũ, thôi việc mà có yêu cầu thì được hưởng bảo
hiểm xã hội một lần nếu thuộc một trong các trường hợp sau:
a) Không đủ điều kiện hưởng lương hưu hằng tháng theo quy định tại
khoản 2"
NghiDinh157-2025.pdf,nghi_dinh - Điều 64 hoặc khoản 2 Điều 65 Luật Bảo hiểm xã hội hoặc Điều 12,Điều 64 hoặc khoản 2 Điều 65 Luật Bảo hiểm xã hội hoặc Điều 12,"Nghị định này, không thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc mà
cũng không tham gia bảo hiểm xã hội tự nguyện;
b) Đủ điều kiện hưởng lương hưu hằng tháng theo quy định tại khoản 2"
NghiDinh157-2025.pdf,nghi_dinh - Điều 64 hoặc khoản 2 Điều 65 Luật Bảo hiểm xã hội hoặc Điều 12 Nghị định,Điều 64 hoặc khoản 2 Điều 65 Luật Bảo hiểm xã hội hoặc Điều 12 Nghị định,"này nhưng thuộc trường hợp quy định tại các điểm b, c và d khoản 1"
NghiDinh157-2025.pdf,nghi_dinh - Điều 70,Điều 70,"Luật Bảo hiểm xã hội;
c) Trường hợp người lao động vừa đủ điều kiện hưởng bảo hiểm xã hội
một lần theo quy định tại điểm đ khoản 1"
NghiDinh157-2025.pdf,"nghi_dinh - Điều 70 Luật Bảo hiểm xã hội, vừa đủ","Điều 70 Luật Bảo hiểm xã hội, vừa đủ",điều kiện hưởng lương hưu theo quy định tại khoản 2
NghiDinh157-2025.pdf,nghi_dinh - Điều 64 Luật Bảo hiểm xã,Điều 64 Luật Bảo hiểm xã,"hội thì giải quyết theo văn bản đề nghị của người lao động.
2. Mức hưởng bảo hiểm xã hội một lần được tính theo quy định tại khoản
3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 70 Luật Bảo hiểm xã hội không bao gồm số tiền Nhà nước hỗ trợ đóng,Điều 70 Luật Bảo hiểm xã hội không bao gồm số tiền Nhà nước hỗ trợ đóng,"bảo hiểm xã hội tự nguyện, trừ trường hợp quy định tại khoản 4"
NghiDinh157-2025.pdf,nghi_dinh - Điều 70 Luật,Điều 70 Luật,"Bảo hiểm xã hội.
3. Thời điểm tính hưởng bảo hiểm xã hội một lần thực hiện theo quy định
tại khoản 5"
NghiDinh157-2025.pdf,nghi_dinh - Điều 16. Mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội,Điều 16. Mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội,"để tính lương hưu, trợ cấp một lần
14
Mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội để tính lương
hưu, trợ cấp một lần theo"
NghiDinh157-2025.pdf,"nghi_dinh - Điều 72 Luật Bảo hiểm xã hội, được quy định như sau:","Điều 72 Luật Bảo hiểm xã hội, được quy định như sau:","1. Người lao động quy định tại khoản 1, khoản 2 và khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 2 Nghị,Điều 2 Nghị,"định này có toàn bộ thời gian đóng bảo hiểm xã hội theo chế độ tiền lương do
Nhà nước quy định thì tính mức bình quân tiền lương làm căn cứ đóng bảo hiểm
xã hội theo quy định tại khoản 1"
NghiDinh157-2025.pdf,nghi_dinh - Điều 72 Luật Bảo hiểm xã hội để tính hưởng,Điều 72 Luật Bảo hiểm xã hội để tính hưởng,"các chế độ bảo hiểm xã hội.
Trường hợp thời gian đóng bảo hiểm xã hội chưa đủ số năm quy định tại
khoản 1"
NghiDinh157-2025.pdf,nghi_dinh - Điều 72 Luật Bảo hiểm xã hội thì tính mức bình quân tiền lương làm,Điều 72 Luật Bảo hiểm xã hội thì tính mức bình quân tiền lương làm,"căn cứ đóng bảo hiểm xã hội của các tháng đã đóng.
Thời gian đóng bảo hiểm xã hội trước ngày 01 tháng 7 năm 2025 để tính
mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của người lao động
theo quy định tại điểm d, đ khoản 1"
NghiDinh157-2025.pdf,nghi_dinh - Điều 2 Luật Bảo hiểm xã hội khi nghỉ hưu,Điều 2 Luật Bảo hiểm xã hội khi nghỉ hưu,"không bao gồm thời gian đã đóng bảo hiểm xã hội khi thuộc đối tượng tại điểm
đ khoản 1"
NghiDinh157-2025.pdf,nghi_dinh - Điều 2 Luật Bảo hiểm xã hội.,Điều 2 Luật Bảo hiểm xã hội.,"2. Tiền lương làm căn cứ đóng bảo hiểm xã hội theo quy định tại điểm a
khoản 1 Điều này là tiền lương tháng theo cấp bậc quân hàm, ngạch, bậc và các
khoản phụ cấp chức vụ, phụ cấp thâm niên nghề, phụ cấp thâm niên vượt khung,
hệ số chênh lệch bảo lưu (nếu có) đã đóng bảo hiểm xã hội. Khi tính mức bình
quân tiền lương này được tính theo chế độ tiền lương do Chính phủ quy định về
chế độ tiền lương đối với cán bộ, công chức, viên chức, lực lượng vũ trang
(trong đó mức phụ cấp thâm niên nghề được tính trên tỷ lệ phần trăm cao nhất
cho cùng một hệ số lương, phụ cấp chức vụ lãnh đạo, phụ cấp thâm niên vượt
khung và hệ số chênh lệch bảo lưu) và quy định về mức tham chiếu tại thời điểm
hưởng lương hưu hoặc thời điểm hưởng bảo hiểm xã hội một lần theo quy định
tại khoản 5"
NghiDinh157-2025.pdf,nghi_dinh - Điều 70 Luật Bảo hiểm xã hội.,Điều 70 Luật Bảo hiểm xã hội.,"Trường hợp người lao động có thời gian đóng bảo hiểm xã hội trước ngày
01 tháng 10 năm 2004 thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước
quy định mà hưởng bảo hiểm xã hội từ ngày 01 tháng 7 năm 2025 trở đi thì tiền
lương làm căn cứ đóng bảo hiểm xã hội trước ngày 01 tháng 10 năm 2004 được
chuyển đổi theo chế độ tiền lương quy định tại thời điểm hưởng chế độ bảo hiểm
xã hội để tính mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội.
Riêng đối với người lao động có thời gian làm việc trong các doanh nghiệp đóng
bảo hiểm xã hội theo chế độ tiền lương do Nhà nước quy định trước ngày 01
tháng 10 năm 2004 mà hưởng bảo hiểm xã hội từ ngày 01 tháng 7 năm 2025 trở
đi thì tiền lương làm căn cứ đóng bảo hiểm xã hội trước ngày 01 tháng 10 năm
2004 được chuyển đổi theo tiền lương quy định tại Nghị định số 205/2004/NĐ-
CP ngày 14 tháng 12 năm 2004 của Chính phủ để tính mức bình quân tiền lương
làm căn cứ đóng bảo hiểm xã hội.
3. Người lao động quy định tại khoản 1, khoản 2 và khoản 3"
NghiDinh157-2025.pdf,nghi_dinh - Điều 2 Nghị,Điều 2 Nghị,"định này vừa có thời gian đóng bảo hiểm xã hội theo chế độ tiền lương do Nhà
nước quy định, vừa có thời gian đóng bảo hiểm xã hội theo chế độ tiền lương do
15
người sử dụng lao động quyết định thì tính mức bình quân tiền lương làm căn cứ
đóng bảo hiểm xã hội chung của các thời gian. Trong đó, thời gian đóng bảo
hiểm xã hội theo chế độ tiền lương do Nhà nước quy định được tính mức bình
quân tiền lương làm căn cứ đóng bảo hiểm xã hội theo quy định tại khoản 1
Điều này căn cứ vào thời điểm bắt đầu tham gia bảo hiểm xã hội bắt buộc;
trường hợp chưa đủ số năm quy định tại khoản 1 Điều này thì tính mức bình
quân tiền lương tháng của các tháng đã đóng bảo hiểm xã hội; thời gian đóng
bảo hiểm xã hội theo chế độ tiền lương do người sử dụng lao động quyết định
thì tính mức bình quân tiền lương làm căn cứ đóng bảo hiểm xã hội của toàn bộ
thời gian.
4. Người lao động quy định tại khoản 1, khoản 2 và khoản 3"
